,title,pay_bracket,description
0,['Data Analyst'],"['$86,558 - $98,210 a year']","[""\nUtilise your data management and analytical skills to help drive the Victorian response to COVID-19\nFixed-term opportunity in the Victorian Public Service\nVPS Grade 4: $86,558 - $98,210 per year, plus superannuation\n\nWhat will the Data Analyst do?\nReporting directly to the Manager, Reporting Analytics, the Data Analyst is responsible for undertaking and delivering data and analytics outputs as part of a project team. In this role, you will support the integration and development of a range of data sources, and play an integral role in the production of information and analytics to support the operation. The Data Analyst will work collaboratively across the broader project team, as well as develop key relationships with clients and stakeholders to ensure the delivery of quality outcomes.\nWithin this role, you will be a member of a small team of Intelligence specialists who ensures the High Risk Industry Engagement and Enforcement team and its stakeholders are supported with the appropriate intelligence, information and data to undertake their duties. You will make informed assessments and predictions to support decision making through reporting on high risk industry operations and outbreaks.\n\nSome of your duties will include:\n\nContribute to the planning, development and delivery of complex data and analytics products using a variety of government and publicly available data sources.\nSupport the ongoing development and maintenance of the operation's databases and analytic infrastructure, and the transformation of data into information products.\nDeliver timely, high-quality outcomes and deliverables against key work priorities as defined by the the Manager, Reporting Analytics and Senior Data Analyst.\n\nTo learn more about this role before applying, please read the attached position description.\nWhat's in it for you\nTo thrive in this role, you will be intrinsically motivated by the challenge of work that can change constantly and prove very difficult. You will call on your intellect and grit every day. You will take your responsibility to keep Victorians safe seriously and will be proud of a job well done.\n\nAdditionally, you will likely appreciate:\n✔\u202fFree access to mental health service\u202f– personal and confidential counselling support on personal and work-related issues.\n✔A fair salary\u202f– enjoy great work conditions and salary sacrificing options for superannuation and motor vehicles.\n✔Transparent\u202fperformance framework\u202f– approach your work with confidence in how you're tracking, working to professional development plans with performance-based salary increases.\nClick here to discover more benefits in working for the department.\nIf this job sounds like a challenge you would love to take on, then we encourage you to apply now.\n\u202fIf you have any queries, please contact Cathy Bennett at Cathy.Bennett@justice.vic.gov.au\n\u202fThe Department of Justice and Community Safety is continually working towards increasing our\u202fAboriginal and Torres Strait Islander\u202f(Aboriginal) workforce. The Aboriginal Employment Team aims to attract, recruit and retain Aboriginal staff in a number of roles, including those in management. This support includes a culturally appropriate attraction and recruitment process\nTo learn more,\u202fclick here\u202for email\u202faboriginal.employment@justice.vic.gov.au.\nSuccessful candidates will be required to undergo pre-employment checks which may include national police checks and misconduct screening.\nApplications will be regularly reviewed up until the closing date, so please do not delay in submitting your application.""]"
1,['Data Analyst'],"['$91,334 - $114,165 a year']","['\nFull time, maximum term position up to 12 months\nSalary commensurate with experience, range: $91,334 - $114,165 plus superannuation\nAttractive employee benefits including salary packaging\n\nAbout the role: An excellent opportunity to join an in-house business intelligence team and contribute to the development and review of strategy at Victoria Legal Aid (VLA) through the use of data analysis, visualisation and presentation.Part of a collaborative and hands on in-house data team, you will work with key stakeholders across the business to develop and implement new reporting, dashboards and ad-hoc analysis and be part of the roll out of these solutions across the organisation.This role presents a rare opportunity to use your knowledge and expertise in data analysis and business intelligence, to make a real impact in an organisation that is committed to improving and developing its use and management of data.About you: You are an experienced data analyst professional with a passion for helping organisations to better use data and analysis in their strategy and decision making. You will have strong communication skills, experience working with a variety of stakeholders and will bring along a collaborative approach to working with your immediate team as you assist users across the business to leverage VLAs investment in data.\nYou will have a track record of responding to organisational needs for analytical models or ad hoc data requests, often working with complex data. You will have a working knowledge of SQL and be familiar with visualising results and presenting your work in Tableau, Power BI or similar toolsVital to your success in this role is your ability to work collaboratively in a team, your experience and understanding of working with contemporary data modelling and design approaches and your commitment to assisting others get the most out of their use of data.About Victoria Legal Aid: Our vision is for a fair and just society where rights and responsibilities are upheld. With over 800 staff employed in 15 offices across Victoria, we help people with their legal problems by providing information, advice and education with a focus on the prevention and early resolution of legal problems. We also provide legal representation to those who need it most.Employee benefits: We offer attractive employment benefits including salary packaging (making part of your salary tax-free), flexible working arrangements, family friendly policies and opportunities for professional development. Whilst the work is challenging, you will be rewarded with a culture that is focused on achieving quality outcomes for disadvantaged Victorians.How to apply: Submit a current resume and completed candidate application form (listed within the file attachments as a word document). You must complete the candidate application form to be considered for this role, separate responses to the KSC outlined in the position description are not required. Please also include the contact details of two referees.To protect your safety and the health and safety of our staff, interviews for this role will take place online. If shortlisted for an interview you will be provided with further information about the process.For further information review the attached position description or contact Kerryn Muscat, Acting Manager, Reporting on (03) 9269 0628.No agency applications will be accepted.Applications close by 11.59pm on Sunday 29 November 2020.']"
2,['Data Analyst | Data and Analytics'],['Na'],"['The Covid-19 pandemic is creating seismic challenges around the world. Our purpose, to build a better working world, has never been more important. Life at EY has been transformed dramatically but our strong culture of flexible and remote working has helped EY people navigate new ways of working and remain connected with each other and our clients.\n\nA better working world truly starts with the people at EY who are building it every day. Now more than ever we need talented people from diverse backgrounds to help our clients navigate the complexities of this Transformative Age: people with the passion, curiosity and drive to make things better.\n\nThe opportunity\n\nWe are looking for a Data Analyst at Consultant/Senior Consultant level within the Technology Consulting – Data and Analytics team in our Melbourne office. This role is offered on a full-time permanent basis.\nAs a Data Analyst, you will be able to step out of your comfort zone and move into a more consultative role working across various data environments and helping our clients solve their business problems with data.\n\nYour key responsibilities\nBusiness analysis, technical analysis, data analysis experience\nData Migration / SQL skills / data analysis skills\nWork with diverse stakeholders to identify their challenges with data that can be addressed using various Analysis techniques\nBe a part of a culture that focuses on delivering excellence for our clients and work with an awesome team of people to work with and access to cutting edge technologies\nPresent data in graphs, charts, tables, etc. and designing and developing relational databases for collecting data\nKeep a track of trends, patterns and correlation in case of complex data sets\nPrepare concise data reports and data visualizations for stakeholders that will help in decision making processes\nPrepare dashboards and data visualisations for clients\nSkills and attributes for success\n\nWe’re looking for people with Science, Technology, Engineering or Mathematics (STEM) skills OR someone that might have studied software development, information systems, computer science, artificial intelligence or something similar.\nSolid experience as a Data engineer or Business Analyst or a Programmer within the data and analytics space\nExposure to data / data environments / databases / large data sets\nStrong data modelling and data mapping experience\nAnalytical mind set / someone that challenges assumptions\nExperience creating integration plans including interface identification, design and implementation\nData visualisation experience - Tableau, PowerBI, Spotfire, QlikView etc.\nExperience in generating structured insights from data collected from various sources and formats\nBusiness acumen and the ability to translate data insights into meaningful business recommendation\nKnowledge and experience in end-to-end project delivery, either traditional SDLC or agile delivery methodologies (or hybrid approaches)\nExceptional communication, documentation and presentation skills\nPrior Big4 Consulting experience is highly desirable\nIdeally, you’ll also have\nExperience in engaging with both technical and non-technical stakeholders\nStrong consulting experience and background, including engaging directly with clients\nExperience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects\nWhat working at EY offers\n\nWe offer a competitive remuneration package where you’ll be rewarded for your performance. In addition, our comprehensive Total Rewards package can be tailored to your individual needs, to give you the freedom to manage your role in a way that’s right for you. This includes;\na variety of flexible working and leave arrangements\npersonalised career development including coaching and support to help you build your career and access to formal learning so you can develop the skills you’ll need to thrive in the future\na range of tools and benefits to guide and support your health and wellbeing throughout your entire EY career\nAbout EY\n\nAt EY, we hold a collective commitment to foster an environment where all differences are valued and respected, practices are equitable and everyone experiences a sense of belonging. Through our inclusive leadership behaviours, a variety of internal networks, flexible working and mentoring programs, you will have the support and flexibility to build an exceptional career.\nEY is committed to making reasonable adjustments to provide a positive, barrier-free recruitment process for people with disability. If you require any adjustments to the recruitment process in order to equitably participate, we encourage you to advise us at the time of application via contactrecruitment@au.ey.com or phone +61 3 8650 7788.\n\nWe understand the importance of social distancing at this time so our recruitment and onboarding process will be managed virtually so we can continue to prioritise the safety and wellbeing of EY people, clients, guests and the broader public.\nThe exceptional EY experience. It’s yours to build.\nApply now.\n#LI-ANALYTICS\n\nThe preferred applicant will be subject to employment screening by EY or by their external third party provider.\n© 2020 Ernst & Young Australia. All Rights Reserved. Liability limited by a scheme approved under Professional Standards Legislation.']"
3,['Data Insights Analyst'],['Na'],"['Is innovation part of your DNA? Do you want to enable a connected future for people, organizations, and society?\n\nJoin our growing global NTT team and you’ll be part of the world’s largest ICT company (by revenue). We’ve combined the capabilities of 28 remarkable companies to become one, leading technology services provider. Together, we help our people, clients, and communities do great things with technology to create a more secure and connected future. We employ 40,000 people across 57 countries. By bringing together the world’s best technology companies and emerging innovators, we work together to deliver sustainable outcomes to businesses and the world. Innovation is part of our DNA. We believe it’s key to what makes us different. So, we strive to move forward, challenge the status quo, and drive excellence through the technologies we integrate and the services we deliver around the world. The result is connected cities, connected factories, connected healthcare, connected agriculture, connected conservation, connected mobility, and connected sport. Together we enable the connected future.\n\nWant to be part of the team?\n\n\nWe are seeking a Data Insights Analyst for our Melbourne office. This is a unique opportunity to join our passionate Data & Analytics team, using your experience in turning data into meaningful stories that will enable our customers to make effective data driven decisions.\n\nYour day at NTT\n\nEngage with users to design insight experiences that drives underlying business needs\nDefining user requirements from low-fidelity sketches to high-fidelity mock-ups\nCombining data, narrative and visuals to solve complex problems with meaningful insights\nUsing your design skills to collaborate with users to uncover hidden insights.\nDesigning and delivering insights to users through reporting tools\n\n\nWhat would make you a good fit for this role?\n\nAbility to combine visualisations and language to delivery effective insights to users\nExperience in working in visualisation tools, such as PowerBI, to deliver insights into the business\nStrong solutioning focus with an understanding of how data can be applied to resolve business problems\nEffective communication skills and the ability to explain complex concepts to broader audiences.\nAbility to communicating your concepts and ideas via storytelling\nAn understanding of design methodologies such as human centred design\nExperience in SQL, Python and R desirable\nJoin NTT and shape your career with us.\n\nJoin our growing global team and accelerate your career with us. Apply today.\n\nFor more information about this or other opportunities, please contact Swapna Raghavan. Please quote our job reference number 476482.\n\nAbout us\n\nNTT Ltd. is a global ICT provider, employing more than 40,000 people in a diverse and dynamic workplace, and delivering services in over 200 countries and regions. We partner with organizations around the world to shape and achieve outcomes through intelligent technology solutions. For us, intelligent means data driven, connected, digital, and secure.\n\nNTT is proud to be an equal opportunity employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category.']"
4,['Data Insights Analyst'],['Na'],"['Join the world leader in legal automation and legal innovation\nCome help us challenge the status-quo\nSimplify our metrics, help us dig into our data to deliver actionable insights\n\n\nThe Role:\n\n\nThe Data Insights Analyst manages and coordinates the activities to support data-driven decisions made by Plexus. You are the owner of the data layer ensuring the key metrics that drive growth are simple and that each team has access to these metrics on demand and has integrity.\n\n\nYou will have a passion and curiosity for developing, interpreting, and generating business insights to support the Plexus team in delivering 100% year on year growth.\n\n\nYou will work with teams to simplify the metrics and build beautiful visualizations of key metrics using Power BI and associated tools. As this is a new capability for the organisation you will need to drive the architecture of the data ecosystem and toolset selection.\n\nIn more detail you will:\nSupport the Plexus leaders to develop and simplify the key metrics that drive growth\nDefine the governance structure for data and work with stakeholders to define metrics and map business logic\nDevelop data models to report on key metrics to deliver insights and incorporate predictive analysis to support growth\nAnalyse data and provide internal and external customers with clearly communicated insights\nVisualise beautiful dashboards using Power BI.\nThink outside the current reporting and process. Leverage the existing or new tools to deliver innovative solutions\nCreate plans to extend and develop insights and observations. i.e. Challenge convention with data\nLearn new methods, techniques and advocate for new tools and explain the benefits to the team / business\nDesired Outcomes:\nCreate and manage a simple set of north star metrics for the business along with sub metrics for each team & product line\nCreate and manage our data governance framework incorporating data models with clear definitions agreed for each metric\nBuild beautiful reports/dashboards generated for Plexus and each of the teams\nEstablish a data partnering model with key stakeholders\nGenerate actionable insights and present to Senior Leadership Team\nCreate roadmap for data insights capability\nKey Capabilities:\nBuild data models and reports\nExperience in Power BI/Power Pivot\nVisualization and storytelling skills\nSAAS or Product business preferred\nData governance\nStakeholder management\nBusiness Analysis\nBest practice techniques\nCore Attributes:\nCurious\nStorytelling\nPragmatic\nProblem-solving ability\nSystematic and logical\nPassion for learning\nCommercial acumen']"
5,['Data Analyst'],['Na'],"['Email : Jobs@Playsidestudios.com\n\nData Analyst\n\nOverview:\n\nWe are looking for a data analyst to join our scaling team. Working on multiple apps and games over multiple networks you will be tasked on finding ways to improve our titles with data!\n\nPrimary Responsibilities:\nCombine analytical skills and business acumen to provide the product team with the insights that will drive strategy.\nAnalyse data, edit concise and meaningful insights: find the signal in the noise that can drive new features or disclose news usages.\nSet up and run app-specific A/B tests to drive KPI improvements and help decision making.\nPlay a key role in supporting the vision for business analytics and challenge the processes to recommend improved KPIs.\nWork closely with product managers and data scientists in order to set up a top data team that can bring high added value to our products and businesses on the long run.\nRequired Skills:\n\nExcellent analytical, problem solving skills including root cause analysis and data cleansing.\nComfortable to interact and work together technical teams\nWillingness to learn data analysis and application development to provide optimal support.\nExperience with data warehousing and BI platforms.\nAdvanced knowledge of Excel & experience of statistical analysis tools including, R, Python, SQL and any other programming language experience.\nAbility to effectively communicate complex insights and structured hypothesis\nBonus Points:\n\n2+ years of working experience.\nPrior data analysis experience in a startup with a large user base\nExperience in Apps or Games..\nTrack record with successful mobile games.']"
6,['Data Analyst'],['Na'],"[""Requisition Title -\nData Analyst\nJob Number: - AUS122171\nDescription\n\nData Analyst – Deposits Tribe\nAt ANZ, everything we do boils down to ‘why’ – our purpose – to shape a world where people and communities thrive. We're just as focused on seeing our people thrive as well as our customers. We'll give you every opportunity to develop your career. We are responding faster to changing customer requirements, focusing on the things that matter the most, energising our people, eliminating waste and reducing bureaucracy.\n ANZ has moved to a new way of working, leveraging agile practices. To understand more about this new way of working and if this role is right for you, we strongly encourage you to take a look at The ANZ Way vimeo channel where you’ll find ‘The ANZ Way’ animation and the ‘New Ways of Working’ animation.\nWe’ve also got some great information about what it’s like to work in ‘Data@ANZ’ on our LinkedIn Life page.\nThe Role\nThe Deposits Tribe are responsible for the end to end management of ANZ’s transaction and savings customers and products. Our mission is to help our customers achieve their goals by providing the right solutions when it comes to how they want to save, use and manage their money. The ANZ Deposits Tribe is known for its great culture of collaboration, delivery, high performance and fun, supported by an approachable and inspiring leadership team. In joining this Tribe, you will be working a group of highly engaged, diverse and interesting people.\nAs a Data Analyst in one of our Align and Simplify squads working on data analysis to progress through the fix and remediation of items discovered through collateral wave-1. The squads handle complex, small scenario remediation items and support the Responsible Banking Portfolio with the larger collateral wave-1 remediation items.\nYou understand the power of data to generate quality customer insight, identify patterns & trends, and make decisions. You will apply your strong technical skills to source and interrogate data across a range of platforms and domains, to ultimately ensure issues & events can be identified, understood, fixed and remediated accurately.\nWhat might a day in the life look like?\nAddress and solve complex business issues using large amounts of data\nSource data from a variety of platforms (Oracle, Teradata, Hadoop/Big Data technologies) to combine, synthesise and analyse to generate insights\nDefine and conduct tests to validate that data is fit for purpose and that remediation calculations are correct and accurate\nContinuous generation, monitoring, presenting and conducting of 'fact-based' analysis of relevant customer insights to use at any time for the development and improvement of relevant and innovative customer solutions\nGenerate, monitor, present and analyse relevant customer insights, costs, benefits, and risks for customers, clients and cohort products; this could include business casing, what if scenarios and opportunity sizing & assessments\n\nWhat will be in your toolkit?\nBackground and experience in product, risk, compliance or remediation analytical roles, preferably within the financial services industry\nAnalytical & problem-solving skills to understand the detail of events and issues, and subsequently identify and investigate them\nHands-on knowledge and experience with tools and techniques for analysis, data manipulation and presentation (e.g. SAS, SQL, Python, Tableau)\nStrong customer lens and affinity\nAnalytical and inquisitive mindset to continuously improve the level of insight surfaced\nStrong ability to translate data insights into practical business recommendations\nThorough approach to detail, ensuring a high level of accuracy\nAbility to effectively communicate to all stakeholders (translate technical into non-technical and vice-versa)\n\nThings that I am (or strive to be!)\nA team player\nThe customer’s biggest fan\nA collaboration champion\nComfortable being uncomfortable\nContinuous improvement junkie\nCommitted to my own and other’s growth\nA problem solver\nCommercially and tech curious\n#G.D4.4""]"
7,"['Analyst, Data Engineering']",['Na'],"[""Work type: Permanent Full time\nLocation: Aust - VIC Metro\n\nA career that gives you more.\n\nYou will be joining a cohesive and collaborative engineering team embarking on a multi-year journey to transform and migrate their platform to the cloud. We are looking for candidates with exceptional technical skills to enable the Digital Analytics team to migrate to the cloud faster and safer.\n\nKey Responsibilities:\n\nThe successful candidates will be working on existing AWS cloud platform and managing it on day to day basis.\n\nIn addition to your strong technical capability you will be a proven team player, independent thinker and have a collaborative attitude towards your work and colleagues. you will also be responsible for:\n\nWorking in an agile environment, attending stand-ups, retros, planning, showcases and other agile meetings and ceremonies.\nCollaborating with scrum masters, UI designers and dev team to determine platform requirements and priorities.\nResolving technical barriers and roadblocks impacting delivery teams.\nTracking delivery outcomes against key performance indicators and provide reporting to the Senior Data Engineers.\nDesigning and developing the code and structure for CI/CD enabling infrastructure as code.\nBe a go to person for Developers for troubleshooting.\nDesigning and maintaining the Cloud environments.\n\nWhat you will bring:\n\nStrong experience with Python and SQL.\nExperience using a tech stack of GIT, AWS, Jenkins.\nKnowledge of Unix/Linux OS and knowledge of Kubernetes and container technologies.\nYou have demonstrable knowledge and experience with tools and techniques for analysis and data manipulation.\nDocumenting practices, solutions, known issues, and common trouble shooting procedures.\nStrong interpersonal, written and oral communication skills.\nHighly self-motivated and directed with keen attention to detail.\nExcellent social and communication skills, “can do” attitude and excellent analytical skills.\nExperience providing technical assistance and support to other team members.\n1 – 3 years demonstrable experience in an analytics team.\n\nYour new team:\n\nWe know that life’s about more than money. That’s why we’re so driven to do great things in the tech and digital space. We are rapidly building top-notch data and analytics platforms in the cloud, with a new culture and ways of working; adopting FinTech start-up mentality and financial innovation. We are working more agile than ever, so that we can deliver a great baking experience to our customers.\n\nWe're NAB:\n\nWe are proud to have dedicated $55 billion to help address climate change, be recognised as a Gold employer of LGBTI Inclusion by AWEI, endorsed as an employer for Women by Work180, have an African Australian Inclusion Program, Grad Programs, and Traineeship and Internship Programs. We are an equal opportunity employer and welcome diversity in the workplace.\n\nThe benefits:\n\nFrom education and volunteer leave to learning benefits and banking discounts, we offer access to a wide range of employee benefits.\n\nIf you think this role is the right fit for you, we invite you to apply. Let’s have a serious but informal chat about who you are and what drives you. We’d love to share our vision for the future of banking.\n\nTo be eligible to apply, you must have Australian or New Zealand citizenship or permanent residency status. Please note candidate screening and interviews may be conducted prior to the closing date of the job advert.""]"
8,['Data Analyst'],['Na'],"[""About us:\nWe’re known for being the country’s most popular rewards program, making the everyday worth more for millions of Aussies. But 26 years of success and growth doesn’t happen by keeping up the status quo.\nAll the things that make working at Flybuys different as usual – these aren't just values we talk about. They’re built into everything we do, every day.\nBe part of a company that's always questioned the norm. A business that's well-established, but still expanding. With one eye on the horizon.\nAnd together we can make every day different as usual.\nYour Team:\nWe've already built a pretty amazing team, but we're not looking for more of the same. Our day-to-day is made stronger when we surround ourselves with people who are different, like you.\nWe work really hard to build teams that support each other. It’s the kind of environment you’ll miss while you’re on holidays.\nYour Role:\nThere is no typical working week at Flybuys. But here are some of the things you might be working on, day-to-day;\nWork with Analytics and Commercial teams to articulate the customer opportunity, commercial benefit, analytical findings.\nRespond to requests from partners and Commercial team in a timely fashion, providing accurate, QC'd analysis and findings.\nHave input on workload prioritisation, with informed view of relative value of each analytics request.\nShowcase, benchmark and quantify the value and outcomes of analytics based decision making.\nTranslate complex mathematical techniques into consumable and commercial concepts, with a focus on promoting the value of the flybuys program.\nParticipate in planning with key customers to create a joined up vision and deliverables.\nSource, develop and apply new and existing analytical methods and techniques.\nUse of a variety of sources to keep abreast of industry practices.\nEnsure key stakeholders are updated, ensuring the commercial impact has been explored / communicate.\nYour Experience:\nTertiary Qualified in Business, Mathematics or Science discipline.\nAnalytics professional with a proven track record, (minimum 3 years working experience)\nExperience in Campaign, Digital and Reporting analytics - from planning to post campaign analysis.\nGreat influencing and storytelling skills and the ability to navigate internal and external organisations to build and leverage relationships.\nExperience in clearly articulating commercial benefits of analytics.\nNaturally collaborative with a strong emphasis on building and leveraging relationships both internally and externally.\nExperience of large, complex data sets.\nNaturally curious, able to positively challenge existing practices.\nExperience of analytical tools – data extraction, data exploration and analysis, data visualisation.\nExperience of working within large, complex, cross functional projects .\nTechnical skills including Oracle SQL, R, BI experience (e.g.Tableau, MicroStrategy)\nExperience with Snowflake would be advantageous.\nWe value ways of working that work for everyone, and use our different strengths to make us stronger.\nWe work hard to make sure everyone’s voice is heard and respected equally, regardless of identity, background, position, ability or lifestyle.\nSo whether you’re an earlybird list maker, a night owl coder, a brainstorm chaser or a PowerPoint proof-reader, we want you to Be You, With Us.""]"
9,['Data and BI Analyst/Developer'],['Na'],"['At Melbourne Business School, our purpose is to unleash ideas and leaders for a sustainable future. Our vision is to be among the top-ranked providers of business education within the Asia-Pacific region, to be the first choice of students and clients seeking award and non-award educational experiences, and to be esteemed globally as a leading supplier of academic and business research.\n\nThe opportunity\nThe Data and BI Analyst / Developer is responsible for managing and proactively improving data quality and reporting services including data warehouse and integrations support. The key purpose of this position is to raise data quality and performance levels to assist MBS in achieving its strategic objectives.\n\nFurther key responsibilities include:\n\nImplement the data management strategy and data quality processes\nEnsure data integrity and performance satisfy standard requirements through the implementation of a data quality toolkit\nIdentify process improvement for defining and documenting data requirements mapped to business processes\nImprove data management through developing measurement and analysis capability\nBuild and deploy BI solutions to support business needs relating to technical specifications and design\nDevelop integrations supporting the solution architecture and enterprise data model\nWork with stakeholders to develop complimentary processes and integration across the School\n\nAbout you\n\nHighly motivated and engaged, the successful candidate will be creative and innovative in their approach to process improvements and solutions. The successful candidate will also have experience conveying complex information to a range of stakeholders with varying levels of technical understanding.\n\nThis will be accompanied by:\n\nBackground in data warehouse design and data mining\nExperience in data visualisation, analysis and manipulation, forecasting, business performance analysis and report enhancements\nIn depth understanding of database management systems, online analytical processing and ETL (extract, transform, load) framework\nFamiliarity with BI technologies (e.g. Microsoft Power BI, Tableau), SQL queries, SQL Server Reporting Services (SSRS) and SQL Server Integration Services (SSIS)\nExposure to Azure Data Solutions\nSolid analytical skills with the ability to decipher and organise large amounts of data\nEducation industry experience is highly regarded\n\nWhat’s on offer\n\nA challenging and rewarding role with the leading Business School in Australia\nWorking alongside talented learning specialists who are passionate about providing exceptional learning experiences to leaders and managers\nAn inner-city office location in Carlton, once COVID-19 restrictions ease\nEmployee benefits include: subsidised School gym; Health and Wellbeing programs; year-round social events; NFP salary packaging; and access to world class learning and development programs\n\nIf you would like to be considered for this role, please include a covering letter and a current resume as part of your application. Please refer to the position description for further information and key selection criteria.\n\nApplications will close on 29 November 2020.']"
